@SampleID:marmgCAMI2_short_read_sample_0
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
1288970	species	2|1224|28211|204441|41295|1182780|1288970	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Magnetospira|Magnetospira sp. QH-2	0.108
488546	species	2|1224|29547|213849|72294|194|488546	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter peloridis	0.028
645	species	2|1224|1236|135624|84642|642|645	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas salmonicida	0.512
1246	species	2|1239|91061|186826|81850|1243|1246	Bacteria|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc lactis	0.057
246969	species	2157|28890|183968|2258|2259|2263|246969	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus sp. AM4	0.171
1191459	species	2|976|768503|768507|200667|59739|1191459	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Flammeovirga|Flammeovirga sp. MY04	0.256
490759	species	2|1224|1236|135622|72275|2742|490759	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter sp. BSs20148	0.028
379547	species	2157|28890||||379546|379547	Archaea|Euryarchaeota||||Aciduliprofundum|Aciduliprofundum boonei	0.171
1850252	species	2|976|117743|200644|49546|104267|1850252	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum sp. LPB0136	0.057
192421	species	2|1239|91061|1385|186818|1372|192421	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus maritimus	0.028
1850250	species	2|1224|28211|204455|31989|1060|1850250	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter|Rhodobacter sp. LPB0142	0.004
1003110	species	2|201174|1760|85008|28056|84593|1003110	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Verrucosispora|Verrucosispora maris	0.291
1217908	species	2|1224|28211|204455|31989|53945|1217908	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Octadecabacter|Octadecabacter antarcticus	0.085
309805	species	2|200783|187857|32069|224027|182899|309805	Bacteria|Aquificae|Aquificae|Aquificales|Hydrogenothermaceae|Persephonella|Persephonella marina	0.028
212663	species	2|1224|1236|135623|641|662|212663	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio tasmaniensis	0.284
96345	species	2|976|117743|200644|49546|237|96345	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum	0.028
84405	species	2|1224|28221|213113|117942|84404|84405	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales|Desulfurellaceae|Hippea|Hippea maritima	0.114
32052	species	2|1117||1890424|1890426|1129|32052	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. WH 8020	0.028
32051	species	2|1117||1890424|1890426|1129|32051	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. WH 7803	0.597
1564114	species	2|201174|1760|85007|85025|1827|1564114	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. B7740	0.284
167642	species	2|32066|203490|203491|203492|167639|167642	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Ilyobacter|Ilyobacter polytropus	0.256
1790137	species	2|976|117743|200644|49546|1518147|1790137	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Wenyingzhuangia|Wenyingzhuangia fucanilytica	0.043
314275	species	2|1224|1236|135622|72275|226|314275	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea	2.277
186192	species	2|1297|188787|68933|188786|186191|186192	Bacteria|Deinococcus-Thermus|Deinococci|Thermales|Thermaceae|Marinithermus|Marinithermus hydrothermalis	0.853
39960	species	2|1224|28211|204457|335929|1041|39960	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Erythrobacter|Erythrobacter litoralis	1.252
1270	species	2|201174|1760|85006|1268|1269|1270	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus luteus	0.057
1276	species	2|201174|1760|85006|145357|57499|1276	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Dermacoccaceae|Kytococcus|Kytococcus sedentarius	0.313
1458307	species	2|1224|28211|204455|31989|53945|1458307	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Octadecabacter|Octadecabacter temperatus	0.028
1042877	species	2157|28890|183968|2258|2259|2263|1042877	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus sp. 4557	0.199
328515	species	2|976|117743|200644|49546|363408|328515	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens dokdonensis	0.114
326544	species	2|1224|1236|135622|72275|1621534|326544	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Paraglaciecola|Paraglaciecola psychrophila	0.053
1348	species	2|1239|91061|186826|1300|1301|1348	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parauberis	0.028
873	species	2|1224|28221|213115|194924|872|873	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio africanus	0.142
936476	species	2|1224|1236|135619|135620|28253|936476	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinomonas|Marinomonas posidonica	0.939
2743	species	2|1224|1236|135622|72275|2742|2743	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter hydrocarbonoclasticus	0.060
208216	species	2|1224|28211|255473|255474|208215|208216	Bacteria|Proteobacteria|Alphaproteobacteria|Parvularculales|Parvularculaceae|Parvularcula|Parvularcula bermudensis	0.085
2014	species	2|201174|1760|85012|83676|2013|2014	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Nocardiopsis|Nocardiopsis dassonvillei	0.057
502682	species	2|1224|28211|204457|335929|1041|502682	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Erythrobacter|Erythrobacter gangjinensis	0.028
1548547	species	2|1224|1236|135613|1738654|1738655|1548547	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Woeseiaceae|Woeseia|Woeseia oceani	0.142
1229	species	2|1224|1236|135613|1046|1227|1229	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus oceani	3.243
1763538	species	2|1239|91061|1385|186822|44249|1763538	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. LPB0068	0.028
876	species	2|1224|28221|213115|194924|872|876	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio desulfuricans	0.171
1763535	species	2|1224|28216|80840|80864|47420|1763535	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga|Hydrogenophaga sp. LPB0072	0.256
1763536	species	2|1224|1236|135622|267889|1518149|1763536	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Thalassotalea|Thalassotalea sp. LPB0090	0.085
90736	species	2|1224|1236|135622|267891|58050|90736	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella marina	0.023
1541959	species	2|544448||||1912503|1541959	Bacteria|Tenericutes||||Candidatus Izimaplasma|Candidatus Izimaplasma sp. HR1	0.057
1335757	species	2|1224|1236|135613|72276|1335745|1335757	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Spiribacter|Spiribacter curvatus	8.905
324767	species	2|1239|91061|1385|186817|1386|324767	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus infantis	0.114
1329899	species	2|1224|1236|72273|135616|34067|1329899	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Cycloclasticus|Cycloclasticus zancles	0.398
100716	species	2|1090|191410|191411|191412|100715|100716	Bacteria|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chloroherpeton|Chloroherpeton thalassium	0.711
244787	species	2|1224|29547|235899|224467|191291|244787	Bacteria|Proteobacteria|Epsilonproteobacteria|Nautiliales|Nautiliaceae|Nautilia|Nautilia profundicola	0.028
2280	species	2157|28889|183924|114380|2272|2279|2280	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Desulfurococcaceae|Staphylothermus|Staphylothermus marinus	0.085
195522	species	2157|28890|183968|2258|2259|2263|195522	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus nautili	0.057
398743	species	2|976|117743|200644|49546|417127|398743	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Zunongwangia|Zunongwangia profunda	0.028
1920883	species	2|1224|28211|204455|31989|393277|1920883	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Donghicola|Donghicola sp. JLT3646	0.001
1008	species	2|976|1937959|1936988|89374|1007|1008	Bacteria|Bacteroidetes|Saprospiria|Saprospirales|Saprospiraceae|Saprospira|Saprospira grandis	0.057
64160	species	2|200783|187857|1485951|558314|64159|64160	Bacteria|Aquificae|Aquificae|Desulfurobacteriales|Desulfurobacteriaceae|Desulfurobacterium|Desulfurobacterium thermolithotrophum	0.171
1006	species	2|976|768503|768507|200667|869806|1006	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Marivirga|Marivirga tractuosa	0.313
1505907	species	2157|28890|183968|2258|2259|2263|1505907	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus eurythermalis	0.085
1397108	species	2|1224|28211|204455|31989|875170|1397108	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Celeribacter|Celeribacter marinus	0.057
1346	species	2|1239|91061|186826|1300|1301|1346	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus iniae	0.085
1434100	species	2157|28890|224756|94695|2206|2207|1434100	Archaea|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina sp. MTP4	0.028
45658	species	2|1224|1236|135623|641|662|45658	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio scophthalmi	0.171
28173	species	2|1224|1236|135623|641|662|28173	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio nigripulchritudo	0.313
19	species	2|1224|28221|69541|213421|18|19	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter|Pelobacter carbinolicus	0.003
1917485	species	2|1224|28211|204455|31989|60136|1917485	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Sulfitobacter|Sulfitobacter sp. AM1-D1	0.028
35806	species	2|1224|28211|204455|31989|34008|35806	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodovulum|Rhodovulum sulfidophilum	0.028
880	species	2|1224|28221|213115|194924|872|880	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio salexigens	0.057
182710	species	2|1239|91061|1385|186817|182709|182710	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Oceanobacillus|Oceanobacillus iheyensis	0.085
545619	species	2|201174|1760|85006|85016|665568|545619	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Paraoerskovia|Paraoerskovia marina	0.057
680279	species	2|1224|1236|135622|72275|261825|680279	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Agarivorans|Agarivorans gilvus	0.028
1620392	species	2|1224|1236|1706369|1706375|630749|1620392	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Spongiibacteraceae|Spongiibacter|Spongiibacter sp. IMCC21906	0.142
44251	species	2|1239|91061|1385|186822|44249|44251	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus durus	0.085
54248	species	2157|28889|183924|114380|2307|54247|54248	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Pyrodictiaceae|Hyperthermus|Hyperthermus butylicus	6.316
135577	species	2|1224|1236|135622|267893|135575|135577	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Idiomarinaceae|Idiomarina|Idiomarina loihiensis	0.028
97084	species	2|1224|28221|213481|1652132|1652133|97084	Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Halobacteriovoraceae|Halobacteriovorax|Halobacteriovorax marinus	0.085
168697	species	2|201174|1760|85008|28056|168694|168697	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Salinispora|Salinispora arenicola	0.043
1263979	species	2|1224|28211|204441|41295|1263978|1263979	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Candidatus Endolissoclinum|Candidatus Endolissoclinum faulkneri	3.418
76594	species	2|976|117743|200644|49546|104264|76594	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga baltica	0.012
2336	species	2|200918|188708|2419|188709|2335|2336	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga maritima	0.142
2337	species	2|200918|188708|2419|188709|2335|2337	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga neapolitana	0.028
1427364	species	2|1224|1236||||1427364	Bacteria|Proteobacteria|Gammaproteobacteria||||Candidatus Thioglobus singularis	0.028
300231	species	2|1224|1236|135622|72275|89404|300231	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Glaciecola|Glaciecola nitratireducens	0.085
2234	species	2157|28890|183980|2231|2232|2233|2234	Archaea|Euryarchaeota|Archaeoglobi|Archaeoglobales|Archaeoglobaceae|Archaeoglobus|Archaeoglobus fulgidus	0.484
161895	species	2|201174|1760|85007|1653|1716|161895	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium phocae	0.142
1280380	species	2|1117||1890424|1890426|1129|1280380	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. KORDI-100	0.028
859653	species	2|1224|28211|54526|1655514||859653	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae||alpha proteobacterium HIMB5	0.028
133539	species	2|1224|1236|135613|1046|1227|133539	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus halophilus	9.929
1821621	species	2|1224|1236|135619|135620|48075|1821621	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinobacterium|Marinobacterium sp. ST58-10	0.061
271098	species	2|1224|1236|135622|267890|22|271098	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella halifaxensis	0.256
669	species	2|1224|1236|135623|641|662|669	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio harveyi	0.085
668	species	2|1224|1236|135623|641|511678|668	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio fischeri	0.057
666	species	2|1224|1236|135623|641|662|666	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cholerae	0.398
64471	species	2|1117||1890424|1890426|1129|64471	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. CC9311	0.284
663	species	2|1224|1236|135623|641|662|663	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio alginolyticus	0.028
320787	species	2|976|768503|768507|563798|68288|320787	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Cyclobacterium|Cyclobacterium amurskyense	0.028
187878	species	2157|28890|183968|2258|2259|2263|187878	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus gammatolerans	0.057
146919	species	2|976||1100069|563843|146918|146919	Bacteria|Bacteroidetes||Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Salinibacter|Salinibacter ruber	0.057
713887	species	2|1117||1118|1890450|1453359|713887	Bacteria|Cyanobacteria||Chroococcales|Aphanothecaceae|Candidatus Atelocyanobacterium|Candidatus Atelocyanobacterium thalassa	0.256
1580092	species	2157|651137||31932|338190|338191|1580092	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus adriaticus	0.142
1906738	species	2|1224|28211|204455|69657|85|1906738	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hyphomonas|Hyphomonas sp. Mor2	0.085
1462	species	2|1239|91061|1385|186817|129337|1462	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Geobacillus|Geobacillus kaustophilus	0.028
1284658	species	2|1224|28211|204455|31989|1284657|1284658	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Planktomarina|Planktomarina temperata	0.077
229980	species	2157|28889|183924|114380|2272|56635|229980	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Desulfurococcaceae|Aeropyrum|Aeropyrum camini	0.114
999	species	2|976|768503|768507|1937968|1937972|999	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Bernardetiaceae|Bernardetia|Bernardetia litoralis	0.057
307121	species	2|201174|1760|85008|28056|1873|307121	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|Micromonospora krabiensis	0.014
94122	species	2|1224|1236|135622|267890|22|94122	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella sp. ANA-3	0.398
1896164	species	2|1224|1236|135614|32033|83614|1896164	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Luteimonas|Luteimonas sp. JM171	0.341
190893	species	2|1224|1236|135623|641|662|190893	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio coralliilyticus	0.626
1758689	species	2|201174|1760|85006|85021|265976|1758689	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae|Serinicoccus|Serinicoccus sp. JLT9	0.028
2261	species	2157|28890|183968|2258|2259|2260|2261	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Pyrococcus|Pyrococcus furiosus	0.057
1555194	species	2|976|117743|200644|49546|225842|1555194	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa haliotis	0.057
74318	species	2|1224|28211|204455|69657|74317|74318	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Maricaulis|Maricaulis maris	0.044
81032	species	2|1224|28211|204455|69657|85|81032	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hyphomonas|Hyphomonas neptunium	0.085
28229	species	2|1224|1236|135622|267889|28228|28229	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Colwellia|Colwellia psychrerythraea	0.313
28223	species	2|1224|28221|213118|213119|28222|28223	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfobacula|Desulfobacula toluolica	0.028
320324	species	2|976|117743|200644|49546|225842|320324	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa agariphila	0.057
62322	species	2|1224|1236|135622|267890|22|62322	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica	0.199
316	species	2|1224|1236|72274|135621|286|316	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas stutzeri	0.114
1634516	species	2|1224|28211|204457|41297|72173|1634516	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Citromicrobium|Citromicrobium sp. JL477	0.057
657445	species	2|1224|1236|72273|34064|262|657445	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella noatunensis	0.057
149715	species	2|200918|188708|1643947||160798|149715	Bacteria|Thermotogae|Thermotogae|Petrotogales||Marinitoga|Marinitoga piezophila	0.085
342948	species	2157|28890|183968|2258|2259|2263|342948	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus onnurineus	0.028
342949	species	2157|28890|183968|2258|2259|2260|342949	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Pyrococcus|Pyrococcus sp. NA2	0.171
73141	species	2|1224|1236|135613|1046|13724|73141	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Thiocystis|Thiocystis violascens	0.171
1033846	species	2|1224|1236|135622|72275|2742|1033846	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter adhaerens	0.028
1124597	species	2|1224|28211|1191478|1191479|162171|1124597	Bacteria|Proteobacteria|Alphaproteobacteria|Magnetococcales|Magnetococcaceae|Magnetococcus|Magnetococcus marinus	0.455
60890	species	2|1224|28211|204455|31989|302485|60890	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Phaeobacter|Phaeobacter gallaeciensis	0.223
1480675	species	2157|28890|183963|1644055|1644056|1075397|1480675	Archaea|Euryarchaeota|Halobacteria|Haloferacales|Haloferacaceae|Halolamina|Halolamina sediminis	0.028
1335746	species	2|1224|1236|135613|72276|1335745|1335746	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Spiribacter|Spiribacter salinus	2.902
80852	species	2|1224|1236|135623|641|511678|80852	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis	1.223
80854	species	2|1224|1236|135622|267891|58050|80854	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella viscosa	0.745
73913	species	2157|28890|183939|2182|196117|196118|73913	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus vulcanius	0.085
73919	species	2|1239|186801|186802|539000|73918|73919	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XVII. Incertae Sedis|Thermaerobacter|Thermaerobacter marianensis	0.057
40269	species	2|1224|1236|135623|641|511678|40269	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida	1.252
29498	species	2|1224|1236|135623|641|662|29498	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio tubiashii	0.114
2190	species	2157|28890|183939|2182|196117|196118|2190	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus jannaschii	0.057
1608628	species	2|1224|28211|356|45401|119044|1608628	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Filomicrobium|Candidatus Filomicrobium marinum	0.114
1188228	species	2|1117||1955042|1955043|1188227|1188228	Bacteria|Cyanobacteria||Gloeoemargaritales|Gloeomargaritaceae|Gloeomargarita|Gloeomargarita lithophora	0.284
2198	species	2157|28890|224756|2191|2194|45989|2198	Archaea|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae|Methanoculleus|Methanoculleus marisnigri	0.398
80679	species	2|1224|1236|135613|1046|156885|80679	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Thioflavicoccus|Thioflavicoccus mobilis	0.910
74109	species	2|1224|1236|135623|641|657|74109	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Photobacterium|Photobacterium profundum	0.057
29542	species	2|1224|28221|69541|213421|18|29542	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter|Pelobacter acetylenicus	0.054
1248727	species	2|1224|1236||||1248727	Bacteria|Proteobacteria|Gammaproteobacteria||||endosymbiont of unidentified scaly snail isolate Monju	0.114
29549	species	2|976||1100069|563843|29548|29549	Bacteria|Bacteroidetes||Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Rhodothermus|Rhodothermus marinus	0.142
1792508	species	2|1224|28211|204455|31989|354203|1792508	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Yangia|Yangia sp. CCB-MM3	0.284
234831	species	2|1224|1236|135622|267888|53246|234831	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas sp. SM9913	0.028
1219	species	2|1117||1890424|1213|1218|1219	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus marinus	0.797
2426	species	2|1224|1236|1706369|1706371|2425|2426	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Teredinibacter|Teredinibacter turnerae	0.199
38027	species	2157|28890|224756|94695|2206|2207|38027	Archaea|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina siciliae	0.683
191026	species	2|1224|28221|213115|194924|872|191026	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio hydrothermalis	0.057
351091	species	2|1239|186801|186802|216572|459786|351091	Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter valericigenes	0.085
1515	species	2|1239|186801|186802|541000|1508657|1515	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|Ruminiclostridium thermocellum	0.057
1510	species	2|1239|186801|186802|541000|1508657|1510	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] stercorarium	0.057
